CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,Cluster,Segment
13928,11,4,464.57,129,116.1425,23,2,Regular / Growth
13929,169,2,842.65,143,421.325,8,2,Regular / Growth
13930,58,2,337.34,274,168.67,15,0,At-Risk / Low-Value
13931,96,2,1237.53,725,618.765,56,2,Regular / Growth
13932,295,1,307.4,72,307.4,16,0,At-Risk / Low-Value
13933,109,2,608.79,205,304.395,23,2,Regular / Growth
13934,264,1,922.1,390,922.1,31,2,Regular / Growth
13936,180,1,376.58,330,376.58,26,2,Regular / Growth
13937,169,1,158.85,123,158.85,9,0,At-Risk / Low-Value
13938,35,1,71.66,70,71.66,7,0,At-Risk / Low-Value
13939,23,3,568.55,847,189.5166667,43,2,Regular / Growth
13940,17,4,839.14,516,209.785,39,2,Regular / Growth
13941,22,5,5112.96,2364,1022.592,24,1,High-Value Loyal
13946,79,3,561.57,443,187.19,11,2,Regular / Growth
13947,65,1,90.6,44,90.6,5,0,At-Risk / Low-Value
13948,361,1,102.0,40,102.0,3,0,At-Risk / Low-Value
13949,3,6,2427.32,2474,404.5533333,124,1,High-Value Loyal
13950,11,4,745.06,323,186.265,33,2,Regular / Growth
13951,176,3,674.45,459,224.8166667,38,2,Regular / Growth
13952,218,2,3251.071,1431,1625.5355,120,2,Regular / Growth
13953,7,7,3515.68,2724,502.24,8,1,High-Value Loyal
13954,2,2,439.92,150,219.96,24,2,Regular / Growth
13955,154,2,322.96,154,161.48,33,0,At-Risk / Low-Value
13956,5,5,1019.27,486,203.854,123,1,High-Value Loyal
13959,79,3,594.04,355,198.0133333,79,2,Regular / Growth
13960,21,2,230.22,142,115.11,11,0,At-Risk / Low-Value
13962,22,2,169.55,87,84.775,11,0,At-Risk / Low-Value
13963,308,4,664.54,460,166.135,35,2,Regular / Growth
13967,146,1,80.7,42,80.7,2,0,At-Risk / Low-Value
13969,7,18,9024.17,4528,501.3427778,334,1,High-Value Loyal
13971,19,8,2758.26,1844,344.7825,118,1,High-Value Loyal
13972,71,2,190.25,187,95.125,15,0,At-Risk / Low-Value
13973,287,1,264.7,109,264.7,11,0,At-Risk / Low-Value
13974,49,1,413.59,249,413.59,28,2,Regular / Growth
13975,31,6,2461.24,1697,410.2066667,240,1,High-Value Loyal
13976,207,1,357.98,154,357.98,10,0,At-Risk / Low-Value
13978,15,2,196.79,315,98.395,14,0,At-Risk / Low-Value
13979,73,1,869.87,639,869.87,54,2,Regular / Growth
13980,60,1,200.14,172,200.14,11,0,At-Risk / Low-Value
13982,39,4,1871.81,1136,467.9525,72,1,High-Value Loyal
13983,30,12,2603.43,1183,216.9525,91,1,High-Value Loyal
13984,27,5,920.51,679,184.102,14,2,Regular / Growth
13985,4,15,7060.13,3445,470.6753333,108,1,High-Value Loyal
13986,17,1,320.46,430,320.46,12,2,Regular / Growth
13988,20,6,4147.96,3044,691.3266667,188,1,High-Value Loyal
13989,66,2,1266.08,1313,633.04,33,2,Regular / Growth
13990,213,1,311.3,190,311.3,16,0,At-Risk / Low-Value
13991,12,6,852.88,995,142.1466667,58,1,High-Value Loyal
13992,30,1,76.8,64,76.8,5,0,At-Risk / Low-Value
13993,43,9,3466.36,900,385.1511111,66,1,High-Value Loyal
13994,4,6,2274.14,932,379.0233333,122,1,High-Value Loyal
13995,15,5,1393.69,879,278.738,55,1,High-Value Loyal
13999,10,12,3901.81,2243,325.1508333,102,1,High-Value Loyal
14000,211,1,635.66,710,635.66,15,2,Regular / Growth
14001,46,3,2043.08,962,681.0266667,34,2,Regular / Growth
14002,134,2,529.73,877,264.865,47,2,Regular / Growth
14004,43,7,4582.64,2668,654.6628571,102,1,High-Value Loyal
14005,10,5,2874.72,2478,574.944,53,1,High-Value Loyal
14006,116,3,962.19,641,320.73,22,2,Regular / Growth
14009,198,2,695.61,365,347.805,42,2,Regular / Growth
14012,278,1,328.8,160,328.8,11,0,At-Risk / Low-Value
14013,110,3,473.02,462,157.6733333,30,2,Regular / Growth
14014,77,1,505.18,1076,505.18,39,2,Regular / Growth
14015,53,1,917.34,378,917.34,20,2,Regular / Growth
14016,162,4,4341.21,2125,1085.3025,154,1,High-Value Loyal
14019,47,3,1421.61,1037,473.87,37,2,Regular / Growth
14020,17,2,642.8,441,321.4,37,2,Regular / Growth
14021,155,3,631.9,192,210.6333333,22,2,Regular / Growth
14022,225,1,440.0,487,440.0,28,2,Regular / Growth
14023,7,2,584.07,345,292.035,30,2,Regular / Growth
14024,122,2,327.7,150,163.85,16,0,At-Risk / Low-Value
14027,61,1,104.82,62,104.82,6,0,At-Risk / Low-Value
14029,63,2,467.66,198,233.83,15,2,Regular / Growth
14030,18,8,2358.84,1478,294.855,210,1,High-Value Loyal
14031,7,19,17286.86,5788,909.8347368,119,1,High-Value Loyal
14032,2,11,2975.59,2032,270.5081818,53,1,High-Value Loyal
14034,22,3,648.89,420,216.2966667,82,2,Regular / Growth
14035,29,5,1428.02,739,285.604,41,2,Regular / Growth
14036,285,1,626.65,268,626.65,38,2,Regular / Growth
14037,176,2,147.2,46,73.6,27,0,At-Risk / Low-Value
14038,78,3,1560.38,965,520.1266667,64,2,Regular / Growth
14039,33,1,152.2,92,152.2,6,0,At-Risk / Low-Value
14040,41,12,3560.32,1544,296.6933333,146,1,High-Value Loyal
14041,266,1,141.41,94,141.41,21,0,At-Risk / Low-Value
14044,27,4,646.42,304,161.605,165,2,Regular / Growth
14045,109,4,1659.75,535,414.9375,4,2,Regular / Growth
14046,284,1,154.99,460,154.99,14,0,At-Risk / Low-Value
14047,9,5,1308.61,381,261.722,22,2,Regular / Growth
14048,305,1,409.93,288,409.93,83,2,Regular / Growth
14049,17,4,5578.72,3808,1394.68,348,1,High-Value Loyal
14050,32,2,746.36,689,373.18,49,2,Regular / Growth
14051,1,23,15610.39,3756,678.7126087,52,1,High-Value Loyal
14052,20,1,225.36,89,225.36,56,2,Regular / Growth
14053,124,2,260.25,215,130.125,2,0,At-Risk / Low-Value
14054,65,1,92.46,62,92.46,6,0,At-Risk / Low-Value
14055,106,1,725.64,216,725.64,10,2,Regular / Growth
14056,1,23,8152.71,4252,354.4656522,320,1,High-Value Loyal
14057,24,17,6211.66,4873,365.3917647,179,1,High-Value Loyal
14059,267,1,183.6,128,183.6,8,0,At-Risk / Low-Value
14060,5,19,6140.42,5386,323.18,86,1,High-Value Loyal
14062,10,12,10464.85,5593,872.0708333,60,1,High-Value Loyal
14064,29,5,1334.34,1772,266.868,59,1,High-Value Loyal
14066,267,1,152.55,45,152.55,7,0,At-Risk / Low-Value
14067,64,2,374.7,361,187.35,51,2,Regular / Growth
14068,320,1,265.85,73,265.85,22,0,At-Risk / Low-Value
14071,4,8,1437.57,994,179.69625,271,1,High-Value Loyal
14073,32,1,151.04,130,151.04,13,0,At-Risk / Low-Value
14075,5,3,942.26,754,314.0866667,33,2,Regular / Growth
14076,129,1,118.67,79,118.67,43,0,At-Risk / Low-Value
14077,41,5,499.42,268,99.884,33,2,Regular / Growth
14078,102,6,1049.37,310,174.895,46,2,Regular / Growth
14079,125,1,375.1,301,375.1,12,2,Regular / Growth
14080,33,1,45.6,48,45.6,4,0,At-Risk / Low-Value
14081,302,2,921.62,592,460.81,126,2,Regular / Growth
14082,365,1,182.25,110,182.25,28,0,At-Risk / Low-Value
14083,4,9,1002.9,705,111.4333333,162,1,High-Value Loyal
14085,2,18,4421.29,3177,245.6272222,272,1,High-Value Loyal
14087,3,1,191.47,250,191.47,61,2,Regular / Growth
14088,10,13,50491.81,12665,3883.985385,379,1,High-Value Loyal
14089,57,1,158.75,133,158.75,13,0,At-Risk / Low-Value
14090,325,1,76.32,72,76.32,1,0,At-Risk / Low-Value
14092,8,14,4076.91,2066,291.2078571,117,1,High-Value Loyal
14093,12,1,433.86,391,433.86,95,2,Regular / Growth
14096,4,17,65164.79,16352,3833.222941,1119,1,High-Value Loyal
14098,37,1,147.35,104,147.35,21,0,At-Risk / Low-Value
14099,16,11,3104.17,2179,282.1972727,167,1,High-Value Loyal
14100,138,1,191.95,63,191.95,24,0,At-Risk / Low-Value
14101,74,6,5976.79,6942,996.1316667,15,1,High-Value Loyal
14102,5,5,1105.88,769,221.176,35,1,High-Value Loyal
14104,155,2,216.21,72,108.105,21,0,At-Risk / Low-Value
14105,239,1,1266.23,800,1266.23,74,2,Regular / Growth
14107,52,7,2703.23,1793,386.1757143,61,1,High-Value Loyal
14108,31,2,597.91,381,298.955,33,2,Regular / Growth
14109,73,1,144.2,88,144.2,9,0,At-Risk / Low-Value
14110,4,12,5683.15,2445,473.5958333,94,1,High-Value Loyal
14111,14,4,692.85,458,173.2125,10,2,Regular / Growth
14112,23,7,2915.15,1651,416.45,117,1,High-Value Loyal
14113,4,4,1840.42,745,460.105,26,1,High-Value Loyal
14114,274,2,386.53,101,193.265,15,0,At-Risk / Low-Value
14116,20,5,1382.74,707,276.548,61,1,High-Value Loyal
14117,144,1,90.0,72,90.0,3,0,At-Risk / Low-Value
14121,4,4,2780.15,2082,695.0375,148,1,High-Value Loyal
14124,84,1,419.58,1618,419.58,4,2,Regular / Growth
14125,11,3,2720.63,1628,906.8766667,159,1,High-Value Loyal
14126,8,3,706.13,508,235.3766667,14,2,Regular / Growth
14127,123,3,709.71,321,236.57,39,2,Regular / Growth
14128,61,2,637.5,564,318.75,40,2,Regular / Growth
14129,2,5,1123.86,592,224.772,31,1,High-Value Loyal
14130,319,1,480.91,257,480.91,66,2,Regular / Growth
14132,2,11,3586.03,3368,326.0027273,100,1,High-Value Loyal
14133,130,3,605.64,348,201.88,25,2,Regular / Growth
14135,2,15,4690.31,3850,312.6873333,95,1,High-Value Loyal
14138,2,2,965.88,600,482.94,40,2,Regular / Growth
14139,46,1,415.82,510,415.82,26,2,Regular / Growth
14140,4,2,935.05,811,467.525,60,2,Regular / Growth
14141,3,4,915.13,355,228.7825,27,2,Regular / Growth
14142,373,1,311.81,313,311.81,22,2,Regular / Growth
14143,134,1,115.8,30,115.8,7,0,At-Risk / Low-Value
14145,47,4,3742.2,756,935.55,6,2,Regular / Growth
14146,9,5,4191.0,2437,838.2,183,1,High-Value Loyal
14147,78,2,483.4,108,241.7,4,0,At-Risk / Low-Value
14148,234,1,157.2,16,157.2,3,0,At-Risk / Low-Value
14149,221,1,446.62,218,446.62,28,2,Regular / Growth
14150,36,2,658.64,496,329.32,23,2,Regular / Growth
14152,75,2,621.29,711,310.645,47,2,Regular / Growth
14154,239,2,1345.62,465,672.81,52,2,Regular / Growth
14155,266,1,118.75,25,118.75,6,0,At-Risk / Low-Value
14156,10,55,117210.08,57768,2131.092364,714,1,High-Value Loyal
14157,20,2,424.89,271,212.445,45,2,Regular / Growth
14158,40,1,507.66,781,507.66,41,2,Regular / Growth
14159,20,11,4630.35,4348,420.9409091,501,1,High-Value Loyal
14161,216,3,1097.62,450,365.8733333,87,2,Regular / Growth
14162,174,2,289.36,142,144.68,25,0,At-Risk / Low-Value
14163,87,4,2445.91,893,611.4775,36,2,Regular / Growth
14164,71,2,1631.77,1033,815.885,28,2,Regular / Growth
14165,276,1,120.44,53,120.44,23,0,At-Risk / Low-Value
14167,39,4,562.59,147,140.6475,27,2,Regular / Growth
14171,98,1,363.79,167,363.79,57,2,Regular / Growth
14173,11,4,450.84,150,112.71,28,2,Regular / Growth
14174,33,1,134.46,94,134.46,26,0,At-Risk / Low-Value
14175,60,3,3222.3,1515,1074.1,139,1,High-Value Loyal
14176,297,4,576.9,209,144.225,28,2,Regular / Growth
14177,86,4,549.46,204,137.365,37,2,Regular / Growth
14178,9,7,1600.26,1494,228.6085714,191,1,High-Value Loyal
14179,41,2,701.57,319,350.785,135,2,Regular / Growth
14180,11,25,4748.52,719,189.9408,112,1,High-Value Loyal
14184,67,1,452.89,127,452.89,24,2,Regular / Growth
14185,331,1,197.65,6,197.65,3,0,At-Risk / Low-Value
14188,31,6,2054.36,1162,342.3933333,34,1,High-Value Loyal
14189,2,15,4654.08,3937,310.272,176,1,High-Value Loyal
14191,2,13,4684.76,3662,360.3661538,145,1,High-Value Loyal
14193,68,2,853.39,445,426.695,35,2,Regular / Growth
14194,5,21,11349.52,5840,540.4533333,269,1,High-Value Loyal
14195,202,2,1012.0,760,506.0,7,2,Regular / Growth
14196,107,1,335.52,142,335.52,6,0,At-Risk / Low-Value
14198,18,4,701.4,290,175.35,35,2,Regular / Growth
14199,218,1,185.4,28,185.4,2,0,At-Risk / Low-Value
14201,60,7,747.44,590,106.7771429,32,2,Regular / Growth
14204,2,1,150.61,72,150.61,36,0,At-Risk / Low-Value
14205,17,2,466.7,204,233.35,23,2,Regular / Growth
14206,239,1,328.16,276,328.16,20,2,Regular / Growth
14208,95,1,151.74,114,151.74,10,0,At-Risk / Low-Value
14209,11,6,2073.43,691,345.5716667,55,1,High-Value Loyal
14210,106,6,1905.84,760,317.64,66,2,Regular / Growth
14211,53,9,2241.1,1242,249.0111111,87,1,High-Value Loyal
14212,90,1,1070.48,1152,1070.48,9,2,Regular / Growth
14214,31,5,1004.38,751,200.876,64,2,Regular / Growth
14215,12,6,1789.72,1358,298.2866667,98,1,High-Value Loyal
14216,3,4,1839.3,594,459.825,47,1,High-Value Loyal
14217,2,17,2004.98,689,117.94,78,1,High-Value Loyal
14218,43,1,169.48,160,169.48,12,0,At-Risk / Low-Value
14219,4,1,89.94,78,89.94,7,0,At-Risk / Low-Value
14220,247,2,632.4,272,316.2,21,2,Regular / Growth
14221,42,9,3432.8,2191,381.4222222,123,1,High-Value Loyal
14222,177,1,683.17,607,683.17,41,2,Regular / Growth
14223,92,3,991.13,585,330.3766667,50,2,Regular / Growth
14224,110,4,1009.73,483,252.4325,105,2,Regular / Growth
14226,29,5,2214.79,1296,442.958,64,1,High-Value Loyal
14227,26,10,3350.96,1820,335.096,117,1,High-Value Loyal
14229,52,3,1547.2,610,515.7333333,29,2,Regular / Growth
14231,184,3,925.71,409,308.57,47,2,Regular / Growth
14232,43,5,2048.07,1941,409.614,81,1,High-Value Loyal
14233,49,4,1462.72,680,365.68,30,2,Regular / Growth
14234,22,4,754.12,951,188.53,122,2,Regular / Growth
14235,75,5,3144.86,1959,628.972,65,1,High-Value Loyal
14236,81,2,490.86,310,245.43,15,2,Regular / Growth
14237,373,1,161.0,38,161.0,9,0,At-Risk / Low-Value
14238,326,1,146.85,111,146.85,8,0,At-Risk / Low-Value
14239,43,11,2380.85,993,216.4409091,83,1,High-Value Loyal
14240,30,2,890.34,418,445.17,37,2,Regular / Growth
14241,184,1,213.7,146,213.7,10,0,At-Risk / Low-Value
14242,235,2,280.55,123,140.275,13,0,At-Risk / Low-Value
14243,9,10,2588.77,1221,258.877,99,1,High-Value Loyal
14245,220,2,1693.45,976,846.725,107,2,Regular / Growth
14246,111,3,1474.06,804,491.3533333,57,2,Regular / Growth
14247,278,1,136.77,47,136.77,19,0,At-Risk / Low-Value
14248,318,1,302.58,102,302.58,8,0,At-Risk / Low-Value
14250,7,3,1904.05,1200,634.6833333,94,1,High-Value Loyal
14251,2,5,2879.7,1674,575.94,37,1,High-Value Loyal
14256,260,2,969.06,414,484.53,51,2,Regular / Growth
14257,64,5,3099.72,1682,619.944,88,1,High-Value Loyal
14258,9,9,12669.98,7100,1407.775556,58,1,High-Value Loyal
14259,142,1,120.0,68,120.0,5,0,At-Risk / Low-Value
14261,51,2,1163.45,406,581.725,52,2,Regular / Growth
14262,8,8,2618.23,1645,327.27875,87,1,High-Value Loyal
14264,155,2,333.97,70,166.985,15,0,At-Risk / Low-Value
14265,109,2,530.18,330,265.09,31,2,Regular / Growth
14267,163,3,1516.24,530,505.4133333,25,2,Regular / Growth
14270,332,1,492.65,197,492.65,29,2,Regular / Growth
14271,226,1,112.32,88,112.32,10,0,At-Risk / Low-Value
14272,74,2,437.96,599,218.98,33,2,Regular / Growth
14273,51,4,559.97,264,139.9925,22,2,Regular / Growth
14276,99,3,1119.74,744,373.2466667,52,2,Regular / Growth
14277,15,3,4188.0,1976,1396.0,195,1,High-Value Loyal
14280,197,1,134.04,52,134.04,8,0,At-Risk / Low-Value
14282,3,15,3701.44,2656,246.7626667,70,1,High-Value Loyal
14284,31,2,595.25,161,297.625,24,2,Regular / Growth
14285,21,4,1910.01,541,477.5025,18,2,Regular / Growth
14286,24,3,4628.75,4338,1542.916667,220,1,High-Value Loyal
14287,8,3,176.63,261,58.87666667,9,0,At-Risk / Low-Value
14288,213,1,426.6,188,426.6,16,2,Regular / Growth
14289,9,6,911.26,292,151.8766667,33,2,Regular / Growth
14290,11,5,2314.65,915,462.93,89,1,High-Value Loyal
14291,2,11,3883.25,2749,353.0227273,145,1,High-Value Loyal
14292,8,9,4871.93,1663,541.3255556,64,1,High-Value Loyal
14293,3,4,1046.56,709,261.64,51,1,High-Value Loyal
14295,40,1,166.2,84,166.2,5,0,At-Risk / Low-Value
14297,18,4,1305.33,865,326.3325,48,2,Regular / Growth
14298,8,44,51527.3,58343,1171.075,884,1,High-Value Loyal
14299,8,9,3965.62,2149,440.6244444,94,1,High-Value Loyal
14300,19,1,43.2,32,43.2,3,0,At-Risk / Low-Value
14301,117,1,640.14,606,640.14,13,2,Regular / Growth
14304,223,1,383.45,139,383.45,17,0,At-Risk / Low-Value
14305,71,3,1858.96,1089,619.6533333,96,2,Regular / Growth
14306,51,2,2093.32,1075,1046.66,33,2,Regular / Growth
14307,89,6,2995.72,2058,499.2866667,150,1,High-Value Loyal
14309,8,9,2352.53,1633,261.3922222,74,1,High-Value Loyal
14311,243,1,310.26,146,310.26,20,0,At-Risk / Low-Value
14312,47,6,1611.59,1012,268.5983333,74,1,High-Value Loyal
14314,107,1,120.0,296,120.0,8,0,At-Risk / Low-Value
14315,45,6,2481.13,1021,413.5216667,64,1,High-Value Loyal
14317,65,1,508.58,255,508.58,24,2,Regular / Growth
14320,207,2,477.79,325,238.895,29,2,Regular / Growth
14321,11,5,1530.75,2406,306.15,111,1,High-Value Loyal
14323,115,2,605.06,350,302.53,32,2,Regular / Growth
14326,242,1,183.85,103,183.85,8,0,At-Risk / Low-Value
14327,163,1,311.65,139,311.65,12,0,At-Risk / Low-Value
14329,17,7,4975.24,3087,710.7485714,218,1,High-Value Loyal
14331,124,2,462.66,252,231.33,27,2,Regular / Growth
14332,23,3,840.21,463,280.07,22,2,Regular / Growth
14333,68,1,415.2,58,415.2,15,0,At-Risk / Low-Value
14334,17,8,2552.21,1731,319.02625,98,1,High-Value Loyal
14335,16,2,454.86,375,227.43,55,2,Regular / Growth
14336,17,4,1614.91,1759,403.7275,77,1,High-Value Loyal
14338,161,2,588.22,335,294.11,30,2,Regular / Growth
14339,243,1,309.52,168,309.52,14,0,At-Risk / Low-Value
14340,219,1,134.7,58,134.7,6,0,At-Risk / Low-Value
14341,45,8,2166.98,1397,270.8725,109,1,High-Value Loyal
14342,21,4,668.56,347,167.14,18,2,Regular / Growth
14344,127,8,889.93,477,111.24125,56,2,Regular / Growth
14345,39,1,108.98,50,108.98,6,0,At-Risk / Low-Value
14346,121,2,1021.58,605,510.79,55,2,Regular / Growth
14348,260,1,409.57,183,409.57,18,2,Regular / Growth
14349,10,1,133.5,86,133.5,31,0,At-Risk / Low-Value
14350,274,1,282.93,183,282.93,18,0,At-Risk / Low-Value
14351,165,1,51.0,12,51.0,1,0,At-Risk / Low-Value
14352,157,4,1078.96,538,269.74,44,2,Regular / Growth
14353,215,1,90.6,64,90.6,6,0,At-Risk / Low-Value
14354,6,2,163.62,210,81.81,9,0,At-Risk / Low-Value
14355,366,1,174.4,92,174.4,11,0,At-Risk / Low-Value
14356,80,2,701.23,277,350.615,33,2,Regular / Growth
14357,43,1,225.12,147,225.12,39,2,Regular / Growth
14359,19,3,912.18,371,304.06,44,2,Regular / Growth
14360,32,4,2118.03,1139,529.5075,104,1,High-Value Loyal
14362,22,1,151.5,96,151.5,37,0,At-Risk / Low-Value
14364,109,8,3717.35,1967,464.66875,61,1,High-Value Loyal
14367,8,16,9227.82,4426,576.73875,270,1,High-Value Loyal
14368,320,1,155.0,36,155.0,8,0,At-Risk / Low-Value
14371,295,1,100.5,34,100.5,4,0,At-Risk / Low-Value
14373,358,1,76.55,17,76.55,4,0,At-Risk / Low-Value
14375,185,1,235.56,184,235.56,57,2,Regular / Growth
14377,191,2,617.05,219,308.525,11,2,Regular / Growth
14379,44,2,348.1,292,174.05,39,2,Regular / Growth
14381,52,1,202.68,146,202.68,56,2,Regular / Growth
14382,26,1,615.49,1231,615.49,121,2,Regular / Growth
14383,38,3,1247.69,817,415.8966667,49,2,Regular / Growth
14385,9,3,202.11,159,67.37,13,0,At-Risk / Low-Value
14386,297,1,142.4,54,142.4,7,0,At-Risk / Low-Value
14387,33,3,1727.6,795,575.8666667,125,1,High-Value Loyal
14388,10,8,3212.84,1941,401.605,124,1,High-Value Loyal
14389,65,2,1043.46,729,521.73,33,2,Regular / Growth
14390,10,9,4642.57,2133,515.8411111,135,1,High-Value Loyal
14393,218,1,67.95,13,67.95,5,0,At-Risk / Low-Value
14395,2,9,3479.91,1689,386.6566667,181,1,High-Value Loyal
14396,65,2,487.99,225,243.995,71,2,Regular / Growth
14397,3,19,2612.96,1890,137.5242105,18,1,High-Value Loyal
14400,149,1,574.7,454,574.7,25,2,Regular / Growth
14401,4,13,4051.48,4507,311.6523077,113,1,High-Value Loyal
14403,130,4,1475.81,519,368.9525,17,2,Regular / Growth
14404,34,6,1449.32,827,241.5533333,70,1,High-Value Loyal
14406,119,1,156.75,77,156.75,8,0,At-Risk / Low-Value
14407,107,6,2157.73,1415,359.6216667,67,1,High-Value Loyal
14408,11,7,2599.03,1610,371.29,60,1,High-Value Loyal
14409,71,6,2059.45,1230,343.2416667,40,1,High-Value Loyal
14410,92,9,1100.27,567,122.2522222,153,1,High-Value Loyal
14411,311,1,1063.0,196,1063.0,14,2,Regular / Growth
14412,43,2,770.03,786,385.015,43,2,Regular / Growth
14413,362,1,121.05,67,121.05,22,0,At-Risk / Low-Value
14414,92,7,1496.98,2512,213.8542857,79,1,High-Value Loyal
14415,1,13,5855.57,2996,450.4284615,283,1,High-Value Loyal
14416,22,2,490.22,326,245.11,13,2,Regular / Growth
14418,4,3,1937.25,1711,645.75,114,1,High-Value Loyal
14419,11,6,1051.79,483,175.2983333,112,1,High-Value Loyal
14420,99,1,387.52,334,387.52,29,2,Regular / Growth
14421,57,2,813.11,365,406.555,25,2,Regular / Growth
14422,1,6,4263.64,2906,710.6066667,189,1,High-Value Loyal
14423,218,1,265.2,120,265.2,3,0,At-Risk / Low-Value
14424,18,1,322.08,48,322.08,1,0,At-Risk / Low-Value
14426,24,10,4481.67,2699,448.167,183,1,High-Value Loyal
14427,50,2,363.34,228,181.67,16,0,At-Risk / Low-Value
14428,7,5,1224.06,428,244.812,108,1,High-Value Loyal
14431,303,1,470.36,130,470.36,17,2,Regular / Growth
14432,10,6,2248.5,2013,374.75,256,1,High-Value Loyal
14434,22,6,1372.8,368,228.8,3,2,Regular / Growth
14436,99,1,89.06,129,89.06,9,0,At-Risk / Low-Value
14437,366,1,63.0,60,63.0,5,0,At-Risk / Low-Value
14438,306,1,131.9,82,131.9,9,0,At-Risk / Low-Value
14439,320,1,2661.24,526,2661.24,32,2,Regular / Growth
14440,8,5,2357.68,588,471.536,33,1,High-Value Loyal
14441,1,4,1712.89,446,428.2225,43,1,High-Value Loyal
14442,205,2,1589.82,482,794.91,58,2,Regular / Growth
14443,54,4,1420.2,938,355.05,84,2,Regular / Growth
14446,1,4,1010.35,916,252.5875,233,1,High-Value Loyal
14447,19,5,1163.23,571,232.646,54,2,Regular / Growth
14448,9,2,375.35,104,187.675,20,2,Regular / Growth
14449,19,4,885.8,741,221.45,201,1,High-Value Loyal
14450,181,3,483.25,241,161.0833333,32,2,Regular / Growth
14451,60,2,643.9,378,321.95,86,2,Regular / Growth
14452,11,2,259.05,116,129.525,55,2,Regular / Growth
14453,190,1,119.93,49,119.93,22,0,At-Risk / Low-Value
14456,5,9,3017.28,2885,335.2533333,580,1,High-Value Loyal
14457,311,1,113.64,88,113.64,4,0,At-Risk / Low-Value
14459,155,1,1837.92,760,1837.92,37,2,Regular / Growth
14460,110,3,434.34,881,144.78,14,2,Regular / Growth
14461,148,3,2103.06,766,701.02,173,2,Regular / Growth
14462,66,11,1980.57,956,180.0518182,150,1,High-Value Loyal
14463,98,3,529.62,179,176.54,6,0,At-Risk / Low-Value
14465,247,3,1038.44,398,346.1466667,107,2,Regular / Growth
14466,29,7,2272.4,1006,324.6285714,35,1,High-Value Loyal
14467,18,4,596.26,276,149.065,67,2,Regular / Growth
14470,12,2,461.19,193,230.595,43,2,Regular / Growth
14472,104,8,1852.67,1135,231.58375,153,1,High-Value Loyal
14473,74,2,234.34,88,117.17,7,0,At-Risk / Low-Value
14474,46,1,547.66,140,547.66,29,2,Regular / Growth
14475,72,3,925.85,447,308.6166667,35,2,Regular / Growth
14476,257,1,193.0,110,193.0,17,0,At-Risk / Low-Value
14477,20,4,1309.6,720,327.4,7,2,Regular / Growth
14479,254,2,316.25,117,158.125,18,0,At-Risk / Low-Value
14480,11,1,279.05,143,279.05,13,2,Regular / Growth
14481,165,2,636.51,489,318.255,25,2,Regular / Growth
14482,18,6,2022.81,1627,337.135,110,1,High-Value Loyal
14483,282,1,137.1,97,137.1,9,0,At-Risk / Low-Value
14484,50,1,321.92,210,321.92,14,2,Regular / Growth
14485,39,1,162.8,70,162.8,44,0,At-Risk / Low-Value
14487,27,6,1165.48,712,194.2466667,112,1,High-Value Loyal
14488,68,1,1064.28,799,1064.28,46,2,Regular / Growth
14489,207,1,463.38,299,463.38,30,2,Regular / Growth
14491,175,2,340.93,139,170.465,17,0,At-Risk / Low-Value
14493,7,5,2383.24,1285,476.648,95,1,High-Value Loyal
14494,26,1,139.56,92,139.56,7,0,At-Risk / Low-Value
14495,51,2,123.8,62,61.9,6,0,At-Risk / Low-Value
14496,312,2,538.81,159,269.405,16,0,At-Risk / Low-Value
14497,309,1,475.37,235,475.37,29,2,Regular / Growth
14498,43,5,1957.32,1098,391.464,162,1,High-Value Loyal
14499,26,3,808.44,496,269.48,146,2,Regular / Growth
14500,88,3,356.85,117,118.95,6,0,At-Risk / Low-Value
14501,184,2,251.21,161,125.605,9,0,At-Risk / Low-Value
14502,20,11,2429.83,1480,220.8936364,368,1,High-Value Loyal
14503,3,6,3543.26,2004,590.5433333,113,1,High-Value Loyal
14504,47,4,673.26,308,168.315,85,2,Regular / Growth
14505,17,8,5859.43,2739,732.42875,540,1,High-Value Loyal
14506,17,5,1960.65,704,392.13,204,1,High-Value Loyal
14507,24,6,1367.88,594,227.98,79,1,High-Value Loyal
14508,22,2,268.05,129,134.025,52,2,Regular / Growth
14511,11,5,1314.81,784,262.962,53,1,High-Value Loyal
14512,188,2,275.28,122,137.64,19,0,At-Risk / Low-Value
14513,101,3,455.59,361,151.8633333,11,0,At-Risk / Low-Value
14514,61,3,990.2,564,330.0666667,65,2,Regular / Growth
14515,18,6,2076.89,1110,346.1483333,68,1,High-Value Loyal
14517,33,2,330.45,91,165.225,17,0,At-Risk / Low-Value
14518,64,1,174.37,278,174.37,16,0,At-Risk / Low-Value
14520,2,2,270.6,146,135.3,3,0,At-Risk / Low-Value
14522,24,4,974.54,525,243.635,15,2,Regular / Growth
14523,108,1,241.09,251,241.09,12,0,At-Risk / Low-Value
14524,32,9,1843.83,669,204.87,161,1,High-Value Loyal
14525,20,9,4215.9,2637,468.4333333,217,1,High-Value Loyal
14527,3,55,8507.13,2088,154.6750909,330,1,High-Value Loyal
14528,37,1,364.22,278,364.22,18,2,Regular / Growth
14529,60,3,578.61,325,192.87,177,2,Regular / Growth
14530,26,6,2862.11,1395,477.0183333,140,1,High-Value Loyal
